Date,KO,MSFT,PCLN,PEP
2017-05-01,42.52882,68.648666,1869.920044,110.739143
2017-05-02,42.696102,68.539871,1880.52002,110.749008
2017-05-03,42.62722,68.322281,1876.790039,110.255867
2017-05-04,42.961784,68.055244,1910.410034,111.409813
2017-05-05,42.991306,68.243156,1903.650024,111.666252
2017-05-08,43.188107,68.183823,1903.910034,111.666252
2017-05-09,42.814182,68.282722,1911.130005,111.173111
2017-05-10,42.873222,68.549751,1824.77002,111.291466
2017-05-11,42.971622,67.709076,1813.560059,111.488724
2017-05-12,42.892906,67.629959,1818.180054,111.360504
2017-05-15,43.030666,67.679413,1813.810059,112.376373
2017-05-16,43.148743,69.04216,1829.800049,112.228424
2017-05-17,43.227467,67.122383,1795.689941,112.179108
2017-05-18,43.099545,67.351158,1796.030029,112.465134
2017-05-19,43.197948,67.331268,1808.280029,112.129807
2017-05-22,43.473469,68.087234,1828.420044,113.125938
2017-05-23,43.680111,68.316025,1827.939941,113.471138
2017-05-24,44.309872,68.40554,1848.73999,114.467278
2017-05-25,44.683796,69.251045,1860.430054,115.917099
2017-05-26,44.664116,69.589233,1863.900024,116.291885
2017-05-30,44.70348,70.036858,1857.449951,116.390518
2017-05-31,44.74284,69.469872,1877.089966,116.057846
2017-06-01,45.05772,69.728493,1890.819946,116.415344
2017-06-02,45.15612,71.3797,1895.959961,116.85228
2017-06-05,45.254524,71.896942,1891.579956,117.060822
2017-06-06,45.244682,72.135666,1889.859985,116.882072
2017-06-07,44.782196,72.006363,1890.369995,116.236595
2017-06-08,44.408276,71.568687,1892.380005,115.084648
2017-06-09,44.595238,69.947327,1842.119995,115.134308
2017-06-12,44.60508,69.410194,1812.98999,115.422295
2017-06-13,44.674526,70.275581,1843.52002,115.511665
2017-06-14,44.942394,69.897591,1831.609985,116.554367
2017-06-15,44.892788,69.529556,1809.199951,116.395477
2017-06-16,44.952316,69.629028,1802.609985,116.047913
2017-06-19,45.021763,70.494415,1851.599976,116.474922
2017-06-20,45.249947,69.539505,1850.640015,117.130333
2017-06-21,44.863026,69.897591,1867.780029,116.604019
2017-06-22,44.714211,69.88765,1862.930054,115.34285
2017-06-23,44.892788,70.832611,1874.280029,116.147217
2017-06-26,45.071369,70.156219,1876.339966,116.306107
2017-06-27,44.694366,68.843208,1858.25,115.134308
2017-06-28,44.962238,69.430092,1890.209961,115.571243
2017-06-29,44.476109,68.127029,1876.98999,114.379585
2017-06-30,44.495945,68.564697,1870.52002,114.687431
