Date,AAPL,CSCO,MCD,MSFT,PCLN
2015-04-06,121.46344,25.001873,89.315018,38.977528,1185.01001
2015-04-07,120.185402,25.158022,89.379959,38.958767,1184.97998
2015-04-08,119.794342,25.304983,89.843788,38.855576,1192.25
2015-04-09,120.709961,25.378464,89.565491,38.911869,1186.0
2015-04-10,121.225006,25.755058,90.725067,39.137005,1189.5
2015-04-13,120.986565,25.699942,90.391098,39.174526,1199.75
2015-04-14,120.46199,25.543795,90.520973,39.071331,1204.709961
2015-04-15,120.919792,25.947945,89.46344,39.643566,1200.949951
2015-04-16,120.33799,26.269417,88.712044,39.549763,1206.089966
2015-04-17,118.983627,25.644836,88.016312,39.043194,1187.530029
2015-04-20,121.701889,26.159201,89.22226,40.253326,1191.420044
2015-04-21,121.0438,26.352085,88.007027,40.000038,1194.26001
2015-04-22,122.674751,26.287794,90.762161,40.328373,1212.900024
2015-04-23,123.676208,26.342903,89.982941,40.656704,1221.099976
2015-04-24,124.257996,26.471493,91.597069,44.906242,1233.089966
2015-04-27,126.518456,26.535791,89.46344,45.056332,1253.199951
2015-04-28,124.525078,26.930748,89.825233,46.116375,1242.119995
2015-04-29,122.693825,26.682751,90.00148,46.022568,1248.51001
2015-04-30,119.365135,26.480679,89.565491,45.628563,1237.810059
2015-05-01,122.989487,26.756231,90.725067,45.647331,1260.430054
2015-05-04,122.751053,26.792973,89.175865,45.253326,1267.459961
2015-05-05,119.985092,26.535791,89.175865,44.652954,1263.319946
2015-05-06,119.231606,26.609268,89.417068,43.414684,1264.150024
2015-05-07,119.969086,26.462307,89.778847,43.808681,1213.48999
2015-05-08,122.229424,26.848083,91.12397,44.793667,1204.76001
2015-05-11,120.984306,26.829714,90.456039,44.437195,1186.380005
2015-05-12,120.553329,26.848083,90.864204,44.418427,1183.469971
2015-05-13,120.687416,26.958303,90.307617,44.681099,1177.75
2015-05-14,123.503227,26.682751,90.641579,45.703613,1190.089966
2015-05-15,123.330833,27.142004,90.947701,45.309616,1198.800049
2015-05-18,124.690865,27.334894,90.929138,45.037567,1216.839966
2015-05-19,124.575912,27.316523,93.396729,44.924271,1213.660034
2015-05-20,124.566338,27.206305,92.867966,44.924271,1208.180054
2015-05-21,125.840164,27.031786,92.098007,44.773201,1212.630005
2015-05-22,126.941574,26.875641,91.828964,44.282227,1208.5
2015-05-26,124.14492,26.5909,91.337318,43.989521,1195.780029
2015-05-27,126.462708,26.921566,91.52285,44.952595,1197.76001
2015-05-28,126.213676,26.958303,90.278351,44.801529,1190.550049
2015-05-29,124.777046,26.921566,89.763687,44.244453,1172.040039
2015-06-01,125.026062,26.802158,90.035057,44.593803,1166.660034
2015-06-02,124.470581,26.710304,90.100548,44.301109,1196.02002
2015-06-03,124.623802,26.719496,90.315765,44.235012,1193.709961
2015-06-04,123.895912,26.278605,90.119263,43.772362,1185.73999
2015-06-05,123.215904,26.251051,89.398766,43.564648,1178.160034
2015-06-08,122.401802,25.975498,89.192917,43.177528,1164.050049
2015-06-09,122.037849,25.938757,88.640823,43.101997,1163.27002
2015-06-10,123.436188,26.32453,89.174194,44.008411,1179.939941
2015-06-11,123.158417,26.508232,89.445541,43.847897,1181.930054
2015-06-12,121.798416,26.214312,88.949615,43.404137,1174.170044
2015-06-15,121.558975,26.159201,88.23848,42.941483,1175.359985
2015-06-16,122.210251,26.370455,88.547256,43.271946,1176.199951
2015-06-17,121.92292,26.572527,89.099327,43.404137,1163.569946
2015-06-18,122.478409,26.829714,89.988266,44.112274,1173.959961
2015-06-19,121.252487,26.664381,89.904053,43.526875,1158.459961
2015-06-22,122.219826,26.581717,90.643272,43.64962,1150.390015
2015-06-23,121.664322,26.443939,90.93335,43.347481,1155.949951
2015-06-24,122.698708,26.186756,90.428047,43.092552,1154.920044
2015-06-25,122.114471,26.08572,89.632698,43.101997,1149.189941
2015-06-26,121.396149,25.975498,91.03627,42.733753,1140.900024
2015-06-29,119.269913,25.295801,89.305191,41.893436,1107.72998
2015-06-30,120.131905,25.222317,88.958969,41.685722,1151.369995
2015-07-01,121.252487,25.314877,89.604614,41.968971,1150.349976
2015-07-02,121.099236,25.296364,89.988266,41.921768,1143.069946
2015-07-06,120.677834,25.194551,89.501694,41.912315,1141.430054
2015-07-07,120.380928,25.324137,90.465477,41.827347,1145.01001
2015-07-08,117.392715,24.981668,89.679474,41.770699,1116.939941
2015-07-09,114.998314,24.907619,90.287697,42.035069,1126.069946
2015-07-10,118.072723,25.250086,91.373131,42.120037,1143.189941
2015-07-13,120.352196,25.722139,92.102989,42.998135,1171.390015
2015-07-14,120.304298,25.944281,92.430496,43.073662,1171.430054
2015-07-15,121.463196,26.018326,92.701851,43.205849,1167.540039
2015-07-16,123.081818,26.212698,91.569633,44.055618,1182.98999
2015-07-17,124.14492,26.083118,91.232765,44.017853,1216.0
2015-07-20,126.491463,25.944281,91.223419,44.301109,1247.910034
2015-07-21,125.227188,25.768417,91.064346,44.641014,1235.199951
2015-07-22,119.930779,25.481483,91.307625,42.998135,1233.969971
2015-07-23,119.873306,25.925764,90.849129,43.53632,1228.959961
2015-07-24,119.241196,26.286749,89.922768,43.375801,1197.420044
2015-07-27,117.584259,26.110886,89.866623,42.818733,1186.079956
2015-07-28,118.168503,26.110886,91.073708,42.809303,1208.089966
2015-07-29,117.794968,26.286749,91.897148,43.706272,1219.430054
2015-07-30,117.201164,26.194187,92.795425,44.26334,1222.060059
2015-07-31,116.176353,26.305262,93.441071,44.093388,1243.569946
2015-08-03,113.437157,26.249725,93.02935,44.19725,1240.47998
2015-08-04,109.797668,25.944281,92.767357,44.886497,1283.98999
2015-08-05,110.525574,26.16642,93.384933,44.924271,1351.209961
2015-08-06,110.76609,26.110886,92.963852,44.017853,1351.800049
2015-08-07,111.141319,26.055347,92.561493,44.131153,1317.349976
2015-08-10,115.182114,26.46261,93.001282,44.688225,1323.75
2015-08-11,109.188248,25.935019,92.458565,43.819569,1307.869995
2015-08-12,110.871918,25.823954,91.962646,44.131153,1294.709961
2015-08-13,110.785339,26.564426,92.982582,44.121716,1285.469971
2015-08-14,111.564629,26.869869,92.888985,44.37664,1283.800049
2015-08-17,112.719162,26.68475,94.189651,44.67878,1306.560059
2015-08-18,112.084152,26.147909,94.283226,44.925888,1291.829956
2015-08-19,110.650642,25.731392,94.601372,44.298618,1291.349976
2015-08-20,108.380096,25.027948,93.347511,43.395733,1257.540039
2015-08-21,101.751259,24.50036,90.886559,40.934166,1216.920044
2015-08-24,99.211334,23.315605,86.900375,39.613098,1174.119995
2015-08-25,99.807816,22.788019,85.347084,38.463104,1178.810059
2015-08-26,105.532295,23.76914,89.033836,40.592014,1223.459961
2015-08-27,108.639862,24.222683,91.073708,41.723003,1252.01001
2015-08-28,108.995834,24.065332,90.856598,41.751518,1259.390015
2015-08-31,108.485931,23.95426,89.695511,41.361858,1248.640015
2015-09-01,103.636963,23.250814,88.232368,39.746147,1215.359985
2015-09-02,108.081833,23.741375,90.658363,41.209785,1242.869995
2015-09-03,106.186516,23.972771,90.630028,41.342838,1240.369995
2015-09-04,105.128212,23.62105,89.535034,40.496979,1245.25
2015-09-08,108.052979,24.343008,91.356888,41.713501,1280.400024
2015-09-09,105.974854,24.009796,90.082535,40.934166,1276.719971
2015-09-10,108.303116,24.305986,89.912621,41.143253,1287.73999
2015-09-11,109.880959,24.083843,91.951599,41.32383,1290.410034
2015-09-14,110.939262,23.787655,91.53624,40.905655,1286.829956
2015-09-15,111.872498,24.046818,92.687874,41.799038,1318.800049
2015-09-16,111.997581,24.130121,93.159866,42.103172,1320.47998
2015-09-17,109.601952,23.95426,92.357498,42.055649,1318.0
2015-09-18,109.149773,23.639565,91.611771,41.32383,1294.469971
2015-09-21,110.843056,23.639565,92.414139,41.922592,1307.47998
2015-09-22,109.101662,23.269323,91.753357,41.723003,1288.949951
2015-09-23,109.986801,23.398909,91.923256,41.694489,1275.98999
2015-09-24,110.641022,23.519234,91.83831,41.73251,1281.130005
2015-09-25,110.362015,24.0931,92.121498,41.761021,1252.76001
2015-09-28,108.178062,23.750631,90.582832,41.143253,1199.140015
2015-09-29,104.926178,23.732121,92.01767,41.285816,1200.319946
2015-09-30,106.119179,24.29673,93.008827,42.065155,1236.859985
2015-10-01,105.42646,24.007484,93.24482,42.397797,1247.079956
2015-10-02,106.196136,24.035475,94.198227,43.310192,1265.680054
2015-10-05,106.580978,25.052505,95.500893,44.317627,1274.859985
2015-10-06,107.090881,25.407064,96.189987,44.431675,1275.449951
2015-10-07,106.580978,25.696312,96.067268,44.479198,1291.579956
2015-10-08,105.349495,26.04154,97.18116,45.096962,1304.319946
2015-10-09,107.870178,26.04154,97.001801,44.773827,1313.290039
2015-10-12,107.369888,26.08819,97.454903,44.669281,1347.189941
2015-10-13,107.552696,25.985556,97.587051,44.564732,1345.0
2015-10-14,106.032578,25.957565,97.058426,44.365143,1311.079956
2015-10-15,107.620049,26.265474,97.851379,44.67878,1327.290039
2015-10-16,106.831116,26.35878,98.946381,45.153984,1336.569946
2015-10-19,107.494957,26.35878,98.634842,45.25853,1376.130005
2015-10-20,109.457634,26.592043,98.021271,45.401089,1372.51001
2015-10-21,109.448021,26.386774,96.794136,44.85936,1364.290039
2015-10-22,111.122078,27.067902,104.657356,45.648201,1354.469971
2015-10-23,114.566376,27.385139,106.28096,50.248184,1366.48999
2015-10-26,110.910416,27.011917,105.893944,51.55975,1416.319946
2015-10-27,110.208076,27.105223,105.384209,51.027523,1403.280029
2015-10-28,114.749161,27.394468,106.611351,51.303135,1404.52002
2015-10-29,115.961411,27.189198,106.30928,50.71389,1425.650024
2015-10-30,114.970459,26.91861,105.960022,50.029591,1454.23999
2015-11-02,116.586769,26.843967,105.827881,50.599834,1467.189941
2015-11-03,117.924095,26.694677,105.799545,51.46471,1464.900024
2015-11-04,117.375694,26.564051,106.101616,51.702312,1469.560059
2015-11-05,116.834602,26.526731,106.526405,51.683304,1462.640015
2015-11-06,116.969872,26.545391,106.960617,52.196522,1449.900024
2015-11-09,116.496429,26.293465,106.601913,51.474209,1311.150024
2015-11-10,112.824814,26.106853,106.875671,50.856441,1323.540039
2015-11-11,112.187119,25.957565,107.47036,50.989502,1329.579956
2015-11-12,111.810295,25.966894,105.827881,50.675869,1314.01001
2015-11-13,108.544479,24.455347,103.807777,50.219673,1297.75
2015-11-16,110.322327,24.996519,104.8367,51.103554,1266.869995
2015-11-17,109.848885,25.015179,104.723427,50.682556,1258.790039
2015-11-18,113.327248,25.304428,106.224327,51.524551,1278.5
2015-11-19,114.766914,25.537691,106.951195,51.610664,1284.650024
2015-11-20,115.269348,25.724302,107.527,51.849869,1281.530029
2015-11-23,113.771706,25.593674,108.055626,51.849869,1264.319946
2015-11-24,114.863525,25.444387,107.876266,51.907284,1240.180054
2015-11-25,114.042252,25.416395,107.989555,51.37146,1245.75
2015-11-27,113.829681,25.491041,108.67453,51.601093,1244.98999
2015-11-30,114.303123,25.425726,108.607933,52.00296,1248.849976
2015-12-01,113.375557,25.724302,108.88382,52.835396,1282.5
2015-12-02,112.351372,25.603004,108.189331,52.825821,1275.439941
2015-12-03,111.307861,25.145811,107.875381,51.85944,1280.079956
2015-12-04,115.008461,25.640326,110.548714,53.495594,1300.47998
2015-12-07,114.283798,25.649658,110.758018,53.399914,1302.420044
2015-12-08,114.235489,25.332418,110.862671,53.380775,1303.969971
2015-12-09,111.713676,24.940535,110.910233,52.605755,1294.98999
2015-12-10,112.245087,24.977858,111.500076,52.883236,1306.5
2015-12-11,109.356125,24.408695,110.434547,51.725483,1285.329956
2015-12-14,108.679771,24.716602,110.605804,52.758842,1297.880005
2015-12-15,106.756989,25.052505,111.24321,52.816257,1323.72998
2015-12-16,107.57827,25.416395,112.108955,53.706093,1332.310059
2015-12-17,105.298019,24.931206,111.7855,53.294666,1313.73999
2015-12-18,102.44767,24.51133,110.986351,51.792465,1285.670044
2015-12-21,103.703766,24.856562,111.966255,52.462234,1275.709961
2015-12-22,103.607155,25.089825,111.994789,52.959778,1277.48999
2015-12-23,104.940506,25.565683,113.02227,53.409485,1279.050049
2015-12-24,104.380112,25.547018,112.803459,53.265953,1273.069946
2015-12-28,103.210999,25.481707,112.974701,53.533871,1272.959961
2015-12-29,105.066116,25.910912,114.230515,54.107956,1302.400024
2015-12-30,103.694107,25.686979,113.621628,53.878323,1289.160034
2015-12-31,101.703697,25.341749,112.394363,53.084164,1274.949951
2016-01-04,101.790649,24.833977,111.86161,52.433533,1245.369995
2016-01-05,99.239845,24.721138,113.402809,52.672737,1210.689941
2016-01-06,97.29776,24.457848,112.641731,51.715916,1196.709961
2016-01-07,93.191338,23.89365,110.034988,49.917099,1167.189941
2016-01-08,93.68412,23.301247,109.863731,50.070198,1136.959961
2016-01-11,95.201073,23.762003,111.014893,50.041489,1136.280029
2016-01-12,96.582756,23.837233,111.728409,50.500759,1148.920044
2016-01-13,94.099594,23.131989,109.52124,49.409988,1098.900024
2016-01-14,96.157608,23.188408,110.948303,50.816513,1121.380005
2016-01-15,93.848373,22.210468,109.578323,48.788059,1086.73999
2016-01-19,93.394257,22.426744,111.7855,48.376629,1094.5
2016-01-20,93.519867,21.533436,110.149139,48.596699,1081.329956
2016-01-21,93.046417,21.533436,112.108955,48.300083,1089.140015
2016-01-22,97.993423,21.975389,112.641731,50.031921,1118.109985
2016-01-25,96.080322,21.787325,113.402809,49.553509,1097.930054
2016-01-26,96.61174,22.304501,114.572998,49.917099,1111.540039
2016-01-27,90.263725,22.031807,114.9916,49.008129,1043.699951
2016-01-28,90.911087,21.730904,116.428154,49.811855,1043.130005
2016-01-29,94.05127,22.370323,117.760063,52.711006,1064.969971
2016-02-01,93.172028,22.078825,118.549706,52.347412,1084.869995
2016-02-02,91.28791,21.467613,117.921799,50.711258,1066.790039
2016-02-03,93.094734,21.721502,115.562416,49.907536,1049.160034
2016-02-04,93.842743,22.135242,114.791817,49.754448,1069.099976
2016-02-05,91.336388,21.524031,109.787628,47.993904,1015.549988
2016-02-08,92.298134,21.561644,110.406021,47.276287,973.799988
2016-02-09,92.278694,21.298357,111.319321,47.151901,991.289978
2016-02-10,91.579254,21.16671,111.82354,47.563332,1032.77002
2016-02-11,91.025528,23.207214,111.052948,47.544201,1055.23999
2016-02-12,91.307251,23.611557,112.19458,48.319218,1058.01001
2016-02-16,93.881607,24.297991,113.383797,49.234718,1110.680054
2016-02-17,95.319359,24.880991,112.870041,50.516418,1235.560059
2016-02-18,93.512459,24.852779,111.471542,50.294781,1251.949951
2016-02-19,93.298737,24.965622,110.862671,49.938213,1283.73999
2016-02-22,94.114754,25.040844,111.947227,50.738071,1288.420044
2016-02-23,91.987267,24.561281,111.214676,49.321453,1261.890015
2016-02-24,93.357018,24.749342,111.366882,49.494919,1264.209961
2016-02-25,93.998184,25.012638,112.613174,50.208042,1263.410034
2016-02-26,94.143906,24.833977,112.210571,49.437096,1254.27002
2016-02-29,93.930183,24.617701,112.33519,49.032349,1265.209961
2016-03-01,97.660561,25.22891,113.926422,50.670616,1295.920044
2016-03-02,97.874298,25.294735,113.571747,51.027176,1301.369995
2016-03-03,98.602882,25.266525,111.855904,50.448967,1303.040039
2016-03-04,100.069786,25.200701,112.3256,50.140583,1297.709961
2016-03-07,98.962318,25.520411,112.296844,49.176895,1291.430054
2016-03-08,98.146294,25.435781,113.514236,49.774391,1282.77002
2016-03-09,98.233734,25.962362,114.683693,50.921169,1291.890015
2016-03-10,98.282295,25.74609,115.009613,50.159859,1293.77002
2016-03-11,99.341187,26.197443,116.514572,51.142818,1326.869995
2016-03-14,99.593773,26.046997,117.808647,51.239185,1325.72998
2016-03-15,101.594978,26.00938,118.316696,51.643936,1332.130005
2016-03-16,102.945305,26.216249,118.402954,52.376339,1350.98999
2016-03-17,102.780144,26.507755,118.057877,52.675079,1346.859985
2016-03-18,102.896729,26.639397,118.939751,51.547573,1344.219971
2016-03-21,102.887009,26.507755,118.680939,51.904137,1350.51001
2016-03-22,103.673882,26.592382,118.690529,52.106506,1319.410034
2016-03-23,103.100731,26.169235,119.045197,52.010139,1306.109985
2016-03-24,102.653854,26.291475,118.182487,52.241425,1301.189941
2016-03-28,102.187561,26.235058,118.067459,51.595753,1287.030029
2016-03-29,104.606491,26.423126,118.83432,52.723263,1307.890015
2016-03-30,106.432831,26.761639,120.617264,53.050919,1317.030029
2016-03-31,105.879097,26.771042,120.47348,53.224377,1288.959961
