Date,KO,MSFT,PCLN,PEP
2017-09-12,46.720001,74.68,1868.640015,115.0
2017-09-13,46.869999,75.209999,1871.170044,114.449997
2017-09-14,46.110001,74.769997,1845.290039,114.190002
2017-09-15,46.18,75.309998,1843.199951,114.849998
2017-09-18,46.110001,75.160004,1854.180054,114.989998
2017-09-19,45.98,75.440002,1859.780029,114.489998
2017-09-20,45.779999,74.940002,1866.209961,113.580002
2017-09-21,45.400002,74.209999,1866.349976,112.800003
2017-09-22,45.490002,74.410004,1862.130005,111.849998
2017-09-25,45.689999,73.260002,1829.550049,111.940002
2017-09-26,45.57,73.260002,1825.920044,111.809998
2017-09-27,44.639999,73.849998,1818.98999,111.099998
2017-09-28,44.91,73.870003,1811.689941,111.639999
2017-09-29,45.009998,74.489998,1830.819946,111.43
