Date,AAPL,MSFT
2015-04-28,130.559998,49.16
2015-04-29,128.639999,49.060001
2015-04-30,125.150002,48.639999
2015-05-01,128.949997,48.66
2015-05-04,128.699997,48.240002
2015-05-05,125.800003,47.599998
2015-05-06,125.010002,46.279999
2015-05-07,125.260002,46.700001
2015-05-08,127.620003,47.75
2015-05-11,126.32,47.369999
2015-05-12,125.870003,47.349998
2015-05-13,126.010002,47.630001
2015-05-14,128.949997,48.720001
2015-05-15,128.770004,48.299999
2015-05-18,130.190002,48.009998
2015-05-19,130.070007,47.580002
2015-05-20,130.059998,47.580002
2015-05-21,131.389999,47.419998
2015-05-22,132.539993,46.900002
2015-05-26,129.619995,46.59
2015-05-27,132.039993,47.610001
2015-05-28,131.779999,47.450001
2015-05-29,130.279999,46.860001
2015-06-01,130.539993,47.23
2015-06-02,129.960007,46.919998
2015-06-03,130.119995,46.849998
2015-06-04,129.360001,46.360001
2015-06-05,128.649994,46.139999
2015-06-08,127.800003,45.73
2015-06-09,127.419998,45.650002
2015-06-10,128.880005,46.610001
2015-06-11,128.589996,46.439999
2015-06-12,127.169998,45.970001
2015-06-15,126.919998,45.48
2015-06-16,127.599998,45.830002
2015-06-17,127.300003,45.970001
2015-06-18,127.879997,46.720001
2015-06-19,126.599998,46.099998
2015-06-22,127.610001,46.23
2015-06-23,127.029999,45.91
2015-06-24,128.110001,45.639999
2015-06-25,127.5,45.650002
2015-06-26,126.75,45.259998
2015-06-29,124.529999,44.369999
2015-06-30,125.43,44.150002
2015-07-01,126.599998,44.450001
2015-07-02,126.440002,44.400002
2015-07-06,126.0,44.389999
2015-07-07,125.690002,44.299999
2015-07-08,122.57,44.240002
2015-07-09,120.07,44.52
2015-07-10,123.279999,44.610001
2015-07-13,125.660004,45.540001
2015-07-14,125.610001,45.619999
2015-07-15,126.82,45.759998
2015-07-16,128.509995,46.66
2015-07-17,129.619995,46.619999
2015-07-20,132.070007,46.919998
2015-07-21,130.75,47.279999
2015-07-22,125.220001,45.540001
2015-07-23,125.160004,46.110001
2015-07-24,124.5,45.939999
2015-07-27,122.769997,45.349998
2015-07-28,123.379997,45.34
2015-07-29,122.989998,46.290001
2015-07-30,122.370003,46.880001
2015-07-31,121.300003,46.700001
2015-08-03,118.440002,46.810001
2015-08-04,114.639999,47.540001
2015-08-05,115.400002,47.580002
2015-08-06,115.129997,46.619999
2015-08-07,115.519997,46.740002
2015-08-10,119.720001,47.330002
2015-08-11,113.489998,46.41
2015-08-12,115.239998,46.740002
2015-08-13,115.150002,46.73
2015-08-14,115.959999,47.0
2015-08-17,117.160004,47.32
2015-08-18,116.5,47.27
2015-08-19,115.010002,46.610001
2015-08-20,112.650002,45.66
2015-08-21,105.760002,43.07
2015-08-24,103.120003,41.68
2015-08-25,103.739998,40.470001
2015-08-26,109.690002,42.709999
2015-08-27,112.919998,43.900002
2015-08-28,113.290001,43.93
2015-08-31,112.760002,43.52
2015-09-01,107.720001,41.82
2015-09-02,112.339996,43.360001
2015-09-03,110.370003,43.5
2015-09-04,109.269997,42.610001
2015-09-08,112.309998,43.889999
2015-09-09,110.150002,43.07
2015-09-10,112.57,43.290001
2015-09-11,114.209999,43.48
2015-09-14,115.309998,43.040001
2015-09-15,116.279999,43.98
2015-09-16,116.410004,44.299999
2015-09-17,113.919998,44.25
2015-09-18,113.449997,43.48
2015-09-21,115.209999,44.110001
2015-09-22,113.400002,43.900002
2015-09-23,114.32,43.869999
2015-09-24,115.0,43.91
2015-09-25,114.709999,43.939999
2015-09-28,112.440002,43.290001
2015-09-29,109.059998,43.439999
2015-09-30,110.300003,44.259998
2015-10-01,109.580002,44.610001
2015-10-02,110.379997,45.57
2015-10-05,110.779999,46.630001
2015-10-06,111.309998,46.75
2015-10-07,110.779999,46.799999
2015-10-08,109.5,47.450001
2015-10-09,112.120003,47.110001
2015-10-12,111.599998,47.0
2015-10-13,111.790001,46.889999
2015-10-14,110.209999,46.68
2015-10-15,111.860001,47.009998
2015-10-16,111.040001,47.509998
2015-10-19,111.730003,47.619999
2015-10-20,113.769997,47.77
2015-10-21,113.760002,47.200001
2015-10-22,115.5,48.029999
2015-10-23,119.080002,52.869999
2015-10-26,115.279999,54.25
2015-10-27,114.550003,53.689999
2015-10-28,119.269997,53.98
2015-10-29,120.529999,53.360001
2015-10-30,119.5,52.639999
2015-11-02,121.18,53.240002
2015-11-03,122.57,54.150002
2015-11-04,122.0,54.400002
2015-11-05,120.919998,54.380001
2015-11-06,121.059998,54.919998
2015-11-09,120.57,54.16
2015-11-10,116.769997,53.509998
2015-11-11,116.110001,53.650002
2015-11-12,115.720001,53.32
2015-11-13,112.339996,52.84
2015-11-16,114.18,53.77
2015-11-17,113.690002,52.970001
2015-11-18,117.290001,53.849998
2015-11-19,118.779999,53.939999
2015-11-20,119.300003,54.189999
2015-11-23,117.75,54.189999
2015-11-24,118.879997,54.25
2015-11-25,118.029999,53.689999
2015-11-27,117.809998,53.93
2015-11-30,118.300003,54.349998
2015-12-01,117.339996,55.220001
2015-12-02,116.279999,55.209999
2015-12-03,115.199997,54.200001
2015-12-04,119.029999,55.91
2015-12-07,118.279999,55.810001
2015-12-08,118.230003,55.790001
2015-12-09,115.620003,54.98
2015-12-10,116.169998,55.27
2015-12-11,113.18,54.060001
2015-12-14,112.480003,55.139999
2015-12-15,110.489998,55.200001
2015-12-16,111.339996,56.130001
2015-12-17,108.980003,55.700001
2015-12-18,106.029999,54.130001
2015-12-21,107.330002,54.830002
2015-12-22,107.230003,55.349998
2015-12-23,108.610001,55.82
2015-12-24,108.029999,55.669998
2015-12-28,106.82,55.950001
2015-12-29,108.739998,56.549999
2015-12-30,107.32,56.310001
2015-12-31,105.260002,55.48
2016-01-04,105.349998,54.799999
2016-01-05,102.709999,55.049999
2016-01-06,100.699997,54.049999
2016-01-07,96.449997,52.169998
2016-01-08,96.959999,52.330002
2016-01-11,98.529999,52.299999
2016-01-12,99.959999,52.779999
2016-01-13,97.389999,51.639999
2016-01-14,99.519997,53.110001
2016-01-15,97.129997,50.990002
2016-01-19,96.660004,50.560001
2016-01-20,96.790001,50.790001
2016-01-21,96.300003,50.48
2016-01-22,101.419998,52.290001
2016-01-25,99.440002,51.790001
2016-01-26,99.989998,52.169998
2016-01-27,93.419998,51.220001
2016-01-28,94.089996,52.060001
2016-01-29,97.339996,55.09
2016-02-01,96.43,54.709999
2016-02-02,94.480003,53.0
2016-02-03,96.349998,52.16
2016-02-04,96.599998,52.0
2016-02-05,94.019997,50.16
2016-02-08,95.010002,49.41
2016-02-09,94.989998,49.279999
2016-02-10,94.269997,49.709999
2016-02-11,93.699997,49.689999
2016-02-12,93.989998,50.5
2016-02-16,96.639999,51.09
2016-02-17,98.120003,52.419998
2016-02-18,96.260002,52.189999
2016-02-19,96.040001,51.82
2016-02-22,96.879997,52.650002
2016-02-23,94.690002,51.18
2016-02-24,96.099998,51.360001
2016-02-25,96.760002,52.099998
2016-02-26,96.910004,51.299999
2016-02-29,96.690002,50.880001
2016-03-01,100.529999,52.580002
2016-03-02,100.75,52.950001
2016-03-03,101.5,52.349998
2016-03-04,103.010002,52.029999
2016-03-07,101.870003,51.029999
2016-03-08,101.029999,51.650002
2016-03-09,101.120003,52.84
2016-03-10,101.169998,52.049999
2016-03-11,102.260002,53.07
2016-03-14,102.519997,53.169998
2016-03-15,104.580002,53.59
2016-03-16,105.970001,54.349998
2016-03-17,105.800003,54.66
2016-03-18,105.919998,53.490002
2016-03-21,105.910004,53.860001
2016-03-22,106.720001,54.07
2016-03-23,106.129997,53.970001
2016-03-24,105.669998,54.209999
2016-03-28,105.190002,53.540001
2016-03-29,107.68,54.709999
2016-03-30,109.559998,55.049999
2016-03-31,108.989998,55.23
